math_score,science_score,programming_skill,communication_skill,creativity,interest_area,experience_years,career
81,72,Medium,High,Medium,Technology,0,Web Developer
84,94,Medium,High,Low,Technology,1,Junior Software Engineer
77,87,Medium,Medium,High,Technology,1,Frontend Developer
83,72,High,Medium,Low,Technology,0,ML Engineer (Junior)
74,73,Low,Medium,High,Technology,2,UI/UX Designer
95,76,Medium,Medium,Low,Technology,0,QA Engineer
80,86,Medium,Medium,Low,Technology,0,QA Engineer
82,80,High,Medium,Low,Technology,1,Software Engineer
85,88,High,Medium,Low,Technology,2,Cyber Security Analyst
80,94,High,High,Low,Technology,0,ML Engineer (Junior)
79,72,Medium,Medium,Low,Technology,0,Junior Software Engineer
91,75,High,High,Low,Technology,0,DevOps Engineer (Junior)
80,79,Medium,High,Low,Technology,1,QA Engineer
80,90,Medium,High,Low,Technology,1,Junior Software Engineer
88,71,Medium,High,Low,Technology,0,Junior Software Engineer
73,71,High,Medium,Low,Technology,1,Backend Developer
89,88,High,High,Low,Technology,1,Cyber Security Analyst
80,78,High,High,Low,Technology,1,ML Engineer (Junior)
88,90,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
70,74,Medium,High,Medium,Technology,2,Web Developer
86,79,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
71,72,Medium,High,Low,Technology,1,Junior Software Engineer
75,80,Medium,High,Low,Technology,0,Junior Software Engineer
87,73,Medium,High,Low,Technology,1,QA Engineer
91,75,High,High,Low,Technology,3,Backend Developer
89,94,Low,High,High,Technology,0,UI/UX Designer
74,82,Medium,High,Medium,Technology,0,Web Developer
82,85,High,High,Low,Technology,4,DevOps Engineer (Junior)
75,74,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
84,90,Medium,Medium,High,Technology,0,Frontend Developer
75,75,High,Medium,Low,Technology,0,Cyber Security Analyst
88,70,High,High,Low,Technology,0,DevOps Engineer (Junior)
95,86,High,Medium,Low,Technology,0,ML Engineer (Junior)
85,74,Medium,Medium,Medium,Technology,1,Web Developer
73,75,Low,High,High,Technology,0,UI/UX Designer
85,93,Low,High,High,Technology,0,UI/UX Designer
87,83,Medium,High,High,Technology,0,Frontend Developer
75,76,High,Medium,Low,Technology,4,Backend Developer
91,81,Medium,High,Low,Technology,2,Data Analyst
84,92,High,Medium,Low,Technology,0,Data Scientist (Junior)
73,78,High,High,Low,Technology,1,Backend Developer
75,82,Low,Medium,High,Technology,0,UI/UX Designer
86,78,High,Medium,Low,Technology,1,Backend Developer
73,83,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
90,77,Medium,Medium,Low,Technology,3,QA Engineer
90,70,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
74,95,Low,Medium,High,Technology,4,UI/UX Designer
81,87,Medium,High,Low,Technology,2,Junior Software Engineer
94,80,High,Medium,Low,Technology,1,ML Engineer (Junior)
94,74,Medium,High,Low,Technology,0,Data Analyst
91,75,High,Medium,Low,Technology,1,Data Scientist (Junior)
77,76,High,High,Low,Technology,0,Cyber Security Analyst
94,93,High,Medium,Low,Technology,1,Data Scientist (Junior)
85,76,High,High,Low,Technology,0,Software Engineer
72,83,Medium,Medium,High,Technology,0,Frontend Developer
70,71,Low,High,High,Technology,2,UI/UX Designer
82,89,Medium,High,High,Technology,1,Frontend Developer
76,70,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
79,85,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
75,84,High,Medium,Low,Technology,1,Backend Developer
88,89,High,Medium,Low,Technology,4,Cyber Security Analyst
70,92,Medium,High,Low,Technology,1,Data Analyst
70,74,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
76,89,Medium,High,High,Technology,1,Frontend Developer
72,93,High,High,Low,Technology,2,Data Scientist (Junior)
75,76,High,High,Low,Technology,1,ML Engineer (Junior)
82,86,High,Medium,Low,Technology,1,ML Engineer (Junior)
78,83,High,High,Low,Technology,4,Data Scientist (Junior)
87,90,High,Medium,Low,Technology,2,Software Engineer
91,86,High,High,Low,Technology,0,Software Engineer
90,77,High,Medium,Low,Technology,0,Data Scientist (Junior)
92,85,Medium,High,Low,Technology,1,QA Engineer
78,95,High,Medium,Low,Technology,4,ML Engineer (Junior)
95,76,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
81,76,High,High,Low,Technology,0,ML Engineer (Junior)
89,90,Medium,Medium,Low,Technology,3,Junior Software Engineer
84,72,Low,High,High,Technology,4,UI/UX Designer
78,73,High,High,Low,Technology,0,Backend Developer
79,78,Low,Medium,High,Technology,2,UI/UX Designer
79,91,Low,Medium,High,Technology,0,UI/UX Designer
84,70,High,High,Low,Technology,0,Backend Developer
88,85,Medium,Medium,Low,Technology,0,QA Engineer
78,85,Low,Medium,High,Technology,3,UI/UX Designer
86,80,High,High,Low,Technology,3,Software Engineer
76,90,High,High,Low,Technology,1,DevOps Engineer (Junior)
85,70,High,Medium,Low,Technology,0,Data Scientist (Junior)
82,86,Medium,High,Low,Technology,1,Data Analyst
83,89,Medium,Medium,High,Technology,1,Frontend Developer
80,78,High,High,Low,Technology,0,Cyber Security Analyst
79,89,High,High,Low,Technology,0,Cloud Engineer (Junior)
89,94,Medium,Medium,Medium,Technology,1,Web Developer
73,73,High,Medium,Low,Technology,0,Cyber Security Analyst
82,85,Low,Medium,High,Technology,1,UI/UX Designer
72,88,Medium,High,High,Technology,3,Frontend Developer
81,93,High,High,Low,Technology,1,ML Engineer (Junior)
72,81,High,High,Low,Technology,4,Cyber Security Analyst
92,84,High,High,Low,Technology,0,ML Engineer (Junior)
90,93,High,High,Low,Technology,0,Software Engineer
86,88,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
92,88,Medium,Medium,Low,Technology,1,QA Engineer
71,82,Medium,Medium,Low,Technology,2,Data Analyst
89,78,High,High,Low,Technology,1,ML Engineer (Junior)
93,77,High,High,Low,Technology,1,Software Engineer
75,77,Medium,High,Low,Technology,0,Junior Software Engineer
78,94,High,High,Low,Technology,1,Backend Developer
85,73,High,Medium,Low,Technology,0,Backend Developer
88,76,Medium,Medium,Low,Technology,1,Junior Software Engineer
71,84,High,High,Low,Technology,1,Backend Developer
80,76,Low,Medium,High,Technology,5,UI/UX Designer
77,87,Medium,Medium,Low,Technology,0,QA Engineer
90,82,High,Medium,Low,Technology,1,Software Engineer
90,93,Low,Medium,High,Technology,2,UI/UX Designer
91,78,Medium,High,Low,Technology,2,Junior Software Engineer
74,93,High,High,Low,Technology,2,Software Engineer
91,76,Medium,High,Low,Technology,0,Data Analyst
92,79,High,High,Low,Technology,0,Cyber Security Analyst
91,81,High,High,Low,Technology,0,Cloud Engineer (Junior)
77,82,Medium,Medium,Medium,Technology,0,Web Developer
95,93,Medium,Medium,Low,Technology,0,Data Analyst
72,75,Medium,High,Low,Technology,0,Junior Software Engineer
83,93,High,High,Low,Technology,0,Cyber Security Analyst
93,74,High,High,Low,Technology,2,ML Engineer (Junior)
80,75,High,High,Low,Technology,2,Software Engineer
95,76,Medium,High,High,Technology,0,Frontend Developer
89,88,High,High,Low,Technology,1,Software Engineer
75,85,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
83,90,High,Medium,Low,Technology,4,ML Engineer (Junior)
77,77,Medium,Medium,Low,Technology,1,Data Analyst
81,93,High,High,Low,Technology,2,Backend Developer
92,94,Medium,Medium,Medium,Technology,1,Web Developer
71,95,Medium,High,High,Technology,1,Frontend Developer
90,86,Medium,High,Low,Technology,1,Junior Software Engineer
74,77,High,Medium,Low,Technology,0,Data Scientist (Junior)
85,78,Medium,High,Low,Technology,3,Data Analyst
76,71,Low,Medium,High,Technology,1,UI/UX Designer
95,87,High,High,Low,Technology,0,Software Engineer
95,73,High,Medium,Low,Technology,2,Software Engineer
93,74,Medium,High,Low,Technology,0,Junior Software Engineer
80,81,Medium,High,Low,Technology,0,QA Engineer
83,79,High,High,Low,Technology,1,Cloud Engineer (Junior)
71,81,High,High,Low,Technology,0,Cloud Engineer (Junior)
84,85,High,High,Low,Technology,0,Data Scientist (Junior)
86,84,Medium,High,High,Technology,2,Frontend Developer
79,93,Low,Medium,High,Technology,2,UI/UX Designer
81,82,Medium,High,Low,Technology,3,QA Engineer
90,75,Medium,Medium,Low,Technology,0,Data Analyst
81,80,Medium,Medium,Low,Technology,0,Junior Software Engineer
87,80,High,Medium,Low,Technology,0,ML Engineer (Junior)
72,76,High,High,Low,Technology,2,Software Engineer
85,92,Medium,High,Medium,Technology,1,Web Developer
87,73,High,High,Low,Technology,1,ML Engineer (Junior)
88,86,High,Medium,Low,Technology,0,Data Scientist (Junior)
70,78,High,Medium,Low,Technology,0,Data Scientist (Junior)
74,87,High,High,Low,Technology,4,Cyber Security Analyst
75,77,Low,Medium,High,Technology,2,UI/UX Designer
74,74,High,High,Low,Technology,1,Data Scientist (Junior)
95,77,Medium,Medium,Medium,Technology,0,Web Developer
72,93,Medium,Medium,Low,Technology,2,Data Analyst
75,84,High,Medium,Low,Technology,0,Data Scientist (Junior)
70,88,Low,High,High,Technology,1,UI/UX Designer
81,93,High,Medium,Low,Technology,1,ML Engineer (Junior)
84,95,Medium,Medium,Low,Technology,0,Data Analyst
90,88,Medium,High,Low,Technology,0,Data Analyst
77,71,Medium,High,High,Technology,0,Frontend Developer
91,85,Medium,Medium,Low,Technology,0,Junior Software Engineer
87,70,Medium,High,Medium,Technology,3,Web Developer
91,72,High,High,Low,Technology,0,Software Engineer
89,86,High,High,Low,Technology,1,DevOps Engineer (Junior)
94,89,Medium,High,Low,Technology,2,QA Engineer
81,93,Medium,Medium,High,Technology,0,Frontend Developer
91,78,Low,Medium,High,Technology,1,UI/UX Designer
81,95,High,Medium,Low,Technology,1,Cyber Security Analyst
87,85,High,High,Low,Technology,5,Backend Developer
78,77,Medium,High,Low,Technology,3,QA Engineer
84,88,Low,Medium,High,Technology,1,UI/UX Designer
74,73,High,High,Low,Technology,0,Backend Developer
78,77,High,High,Low,Technology,1,ML Engineer (Junior)
70,94,High,Medium,Low,Technology,1,Data Scientist (Junior)
84,84,High,High,Low,Technology,2,Cyber Security Analyst
92,84,High,High,Low,Technology,0,Software Engineer
88,70,Medium,High,High,Technology,3,Frontend Developer
89,79,Low,Medium,High,Technology,1,UI/UX Designer
74,70,High,Medium,Low,Technology,2,Cyber Security Analyst
81,91,High,Medium,Low,Technology,0,Cyber Security Analyst
76,91,Medium,Medium,Low,Technology,3,Junior Software Engineer
76,84,Medium,Medium,High,Technology,2,Frontend Developer
70,88,Medium,High,Low,Technology,0,QA Engineer
95,93,High,High,Low,Technology,0,Data Scientist (Junior)
75,82,Medium,Medium,Low,Technology,0,QA Engineer
94,82,Medium,Medium,High,Technology,1,Frontend Developer
92,86,Medium,High,Low,Technology,0,Junior Software Engineer
72,89,High,Medium,Low,Technology,0,Backend Developer
77,70,High,Medium,Low,Technology,5,Cyber Security Analyst
76,77,Medium,Medium,High,Technology,3,Frontend Developer
90,76,High,High,Low,Technology,1,Backend Developer
88,94,Medium,High,Low,Technology,1,Junior Software Engineer
93,95,Medium,Medium,Low,Technology,0,QA Engineer
92,83,High,Medium,Low,Technology,0,ML Engineer (Junior)
85,80,Medium,High,Low,Technology,0,QA Engineer
93,71,High,High,Low,Technology,0,ML Engineer (Junior)
79,85,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
75,78,High,Medium,Low,Technology,2,Software Engineer
78,91,High,High,Low,Technology,1,Cyber Security Analyst
77,78,High,Medium,Low,Technology,3,Software Engineer
92,78,Medium,Medium,Low,Technology,1,Junior Software Engineer
85,89,Medium,High,Low,Technology,1,Data Analyst
82,73,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
81,72,High,Medium,Low,Technology,1,Software Engineer
93,78,Low,Medium,High,Technology,0,UI/UX Designer
93,87,High,High,Low,Technology,0,Cyber Security Analyst
83,95,Medium,High,Low,Technology,2,Data Analyst
90,87,High,High,Low,Technology,1,DevOps Engineer (Junior)
87,80,High,Medium,Low,Technology,0,Backend Developer
83,84,High,High,Low,Technology,0,Cyber Security Analyst
80,86,Medium,High,High,Technology,0,Frontend Developer
70,79,Medium,High,High,Technology,1,Frontend Developer
87,84,High,Medium,Low,Technology,1,Cyber Security Analyst
80,80,High,High,Low,Technology,0,Cyber Security Analyst
92,85,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
73,75,High,High,Low,Technology,1,Software Engineer
83,81,Low,Medium,High,Technology,0,UI/UX Designer
71,95,High,Medium,Low,Technology,3,Backend Developer
80,94,Medium,Medium,Low,Technology,0,QA Engineer
71,92,Low,High,High,Technology,0,UI/UX Designer
85,75,Medium,High,Medium,Technology,3,Web Developer
80,76,High,High,Low,Technology,3,Cloud Engineer (Junior)
89,81,Medium,Medium,High,Technology,0,Frontend Developer
77,93,High,High,Low,Technology,2,Cloud Engineer (Junior)
87,90,High,Medium,Low,Technology,1,Software Engineer
80,85,Low,Medium,High,Technology,1,UI/UX Designer
84,94,High,Medium,Low,Technology,3,Software Engineer
90,81,Medium,High,High,Technology,0,Frontend Developer
87,87,High,High,Low,Technology,1,Software Engineer
81,82,High,High,Low,Technology,1,Backend Developer
90,71,Medium,High,Low,Technology,1,QA Engineer
81,78,High,High,Low,Technology,0,Backend Developer
73,70,High,High,Low,Technology,1,Cyber Security Analyst
93,74,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
95,94,Low,High,High,Technology,0,UI/UX Designer
88,84,Medium,High,Medium,Technology,1,Web Developer
89,86,Medium,Medium,High,Technology,3,Frontend Developer
84,88,High,High,Low,Technology,1,Software Engineer
78,79,Medium,Medium,Low,Technology,2,QA Engineer
81,93,High,Medium,Low,Technology,0,Backend Developer
81,79,High,Medium,Low,Technology,3,ML Engineer (Junior)
74,81,High,Medium,Low,Technology,5,Data Scientist (Junior)
91,85,High,Medium,Low,Technology,0,Software Engineer
83,89,Medium,Medium,Medium,Technology,1,Web Developer
83,87,High,High,Low,Technology,1,Backend Developer
90,71,High,High,Low,Technology,1,Data Scientist (Junior)
74,91,High,High,Low,Technology,2,Data Scientist (Junior)
74,76,High,Medium,Low,Technology,0,Software Engineer
84,71,High,Medium,Low,Technology,1,Cyber Security Analyst
79,89,High,Medium,Low,Technology,1,Data Scientist (Junior)
90,73,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
72,89,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
70,85,High,Medium,Low,Technology,0,Software Engineer
79,83,High,Medium,Low,Technology,0,Data Scientist (Junior)
90,75,High,High,Low,Technology,4,Backend Developer
93,79,High,Medium,Low,Technology,1,ML Engineer (Junior)
92,95,Medium,Medium,Low,Technology,0,Data Analyst
84,91,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
73,91,Medium,Medium,Medium,Technology,1,Web Developer
88,80,Medium,Medium,High,Technology,1,Frontend Developer
82,76,Medium,Medium,Low,Technology,3,QA Engineer
83,90,High,High,Low,Technology,3,DevOps Engineer (Junior)
80,83,Medium,Medium,Medium,Technology,1,Web Developer
89,91,Medium,High,Medium,Technology,1,Web Developer
75,83,Medium,Medium,Medium,Technology,2,Web Developer
81,70,Medium,Medium,Low,Technology,0,Junior Software Engineer
78,78,Medium,Medium,Low,Technology,0,Junior Software Engineer
92,93,High,High,Low,Technology,0,Cloud Engineer (Junior)
76,82,Medium,Medium,Low,Technology,0,Data Analyst
86,71,High,Medium,Low,Technology,1,Data Scientist (Junior)
77,95,High,Medium,Low,Technology,0,Data Scientist (Junior)
74,72,High,High,Low,Technology,1,ML Engineer (Junior)
70,84,Medium,Medium,Low,Technology,3,Junior Software Engineer
79,84,High,High,Low,Technology,0,Software Engineer
83,80,Low,High,High,Technology,1,UI/UX Designer
83,93,Low,High,High,Technology,1,UI/UX Designer
70,84,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
71,86,High,Medium,Low,Technology,2,Backend Developer
90,84,High,High,Low,Technology,0,Data Scientist (Junior)
94,76,High,High,Low,Technology,0,Software Engineer
81,71,High,High,Low,Technology,0,ML Engineer (Junior)
81,79,High,High,Low,Technology,0,Backend Developer
73,92,High,Medium,Low,Technology,3,Backend Developer
72,80,High,High,Low,Technology,0,Software Engineer
92,79,Medium,Medium,Low,Technology,0,Junior Software Engineer
90,82,High,High,Low,Technology,2,DevOps Engineer (Junior)
73,93,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
86,75,Medium,High,High,Technology,1,Frontend Developer
78,83,High,High,Low,Technology,0,Cyber Security Analyst
93,84,High,High,Low,Technology,1,Software Engineer
95,91,Medium,High,High,Technology,2,Frontend Developer
81,80,Medium,Medium,Medium,Technology,0,Web Developer
80,80,High,Medium,Low,Technology,0,Data Scientist (Junior)
78,86,High,High,Low,Technology,0,Data Scientist (Junior)
75,79,High,Medium,Low,Technology,0,Software Engineer
93,84,High,High,Low,Technology,2,Cloud Engineer (Junior)
82,80,High,Medium,Low,Technology,1,Backend Developer
81,86,Low,Medium,High,Technology,1,UI/UX Designer
86,82,Low,Medium,High,Technology,1,UI/UX Designer
80,93,High,High,Low,Technology,2,Cyber Security Analyst
73,77,Medium,Medium,Low,Technology,0,Data Analyst
83,85,High,Medium,Low,Technology,0,Software Engineer
79,71,High,Medium,Low,Technology,1,Data Scientist (Junior)
86,72,High,High,Low,Technology,5,Cyber Security Analyst
86,91,Medium,High,Low,Technology,0,QA Engineer
71,80,Medium,Medium,Low,Technology,4,Junior Software Engineer
85,86,Medium,Medium,High,Technology,0,Frontend Developer
91,71,Medium,High,Low,Technology,2,Junior Software Engineer
90,81,Medium,Medium,Low,Technology,0,Junior Software Engineer
80,94,Low,Medium,High,Technology,0,UI/UX Designer
82,80,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
77,70,High,Medium,Low,Technology,2,Cyber Security Analyst
78,70,Medium,High,Low,Technology,1,Junior Software Engineer
75,93,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
91,93,Medium,Medium,Low,Technology,0,QA Engineer
83,70,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
86,76,High,Medium,Low,Technology,1,Cyber Security Analyst
70,77,Medium,Medium,Low,Technology,2,Junior Software Engineer
70,74,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
79,85,Medium,High,Low,Technology,4,QA Engineer
89,78,High,High,Low,Technology,0,Software Engineer
79,94,High,Medium,Low,Technology,0,Cyber Security Analyst
71,88,Medium,Medium,Medium,Technology,0,Web Developer
95,79,Medium,High,Medium,Technology,3,Web Developer
85,87,High,Medium,Low,Technology,5,Cyber Security Analyst
88,82,Medium,High,Low,Technology,1,QA Engineer
92,80,High,High,Low,Technology,0,DevOps Engineer (Junior)
72,77,High,High,Low,Technology,3,Cloud Engineer (Junior)
89,78,Medium,Medium,Low,Technology,0,QA Engineer
71,82,Medium,High,Low,Technology,0,Junior Software Engineer
87,70,High,High,Low,Technology,1,Backend Developer
91,73,Medium,Medium,High,Technology,1,Frontend Developer
78,85,Medium,High,High,Technology,0,Frontend Developer
90,87,Low,High,High,Technology,3,UI/UX Designer
90,87,Low,High,High,Technology,0,UI/UX Designer
84,76,Medium,Medium,Medium,Technology,1,Web Developer
75,73,High,Medium,Low,Technology,1,ML Engineer (Junior)
81,88,Low,High,High,Technology,2,UI/UX Designer
83,74,High,High,Low,Technology,0,Software Engineer
91,74,Medium,Medium,High,Technology,0,Frontend Developer
93,89,High,High,Low,Technology,3,Software Engineer
87,75,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
87,87,High,High,Low,Technology,2,Backend Developer
79,85,High,Medium,Low,Technology,1,Backend Developer
78,80,Medium,Medium,Medium,Technology,1,Web Developer
75,86,Low,Medium,High,Technology,5,UI/UX Designer
72,95,High,High,Low,Technology,0,Cloud Engineer (Junior)
72,95,Medium,High,High,Technology,0,Frontend Developer
89,85,Medium,Medium,Low,Technology,0,QA Engineer
83,74,Medium,High,Low,Technology,0,Junior Software Engineer
78,82,High,High,Low,Technology,2,Backend Developer
88,71,High,High,Low,Technology,2,Software Engineer
70,94,Medium,High,Low,Technology,0,QA Engineer
74,80,High,Medium,Low,Technology,3,ML Engineer (Junior)
82,89,High,High,Low,Technology,0,Cloud Engineer (Junior)
76,78,High,High,Low,Technology,1,Backend Developer
75,77,High,Medium,Low,Technology,1,ML Engineer (Junior)
76,89,Medium,Medium,Medium,Technology,1,Web Developer
94,85,Medium,Medium,Low,Technology,2,Junior Software Engineer
89,79,Medium,Medium,Low,Technology,1,Data Analyst
91,78,High,Medium,Low,Technology,3,ML Engineer (Junior)
91,93,High,Medium,Low,Technology,3,Software Engineer
90,82,Medium,Medium,Low,Technology,4,Junior Software Engineer
94,76,Medium,High,Low,Technology,0,Data Analyst
84,72,Medium,High,Low,Technology,1,Junior Software Engineer
72,77,High,High,Low,Technology,1,Software Engineer
79,95,Medium,High,Low,Technology,3,Data Analyst
86,90,Medium,Medium,High,Technology,0,Frontend Developer
79,86,High,Medium,Low,Technology,2,Backend Developer
71,91,High,High,Low,Technology,0,ML Engineer (Junior)
83,71,High,High,Low,Technology,0,ML Engineer (Junior)
91,95,High,Medium,Low,Technology,2,Data Scientist (Junior)
93,89,Medium,High,Low,Technology,4,QA Engineer
78,91,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
79,79,Medium,Medium,Low,Technology,0,Data Analyst
90,88,Medium,High,Low,Technology,0,Data Analyst
85,79,High,High,Low,Technology,0,Backend Developer
87,71,High,Medium,Low,Technology,2,Backend Developer
74,88,High,Medium,Low,Technology,0,ML Engineer (Junior)
79,70,Low,High,High,Technology,2,UI/UX Designer
82,91,Medium,High,Low,Technology,0,QA Engineer
78,80,Medium,High,High,Technology,0,Frontend Developer
77,94,Low,Medium,High,Technology,1,UI/UX Designer
90,70,High,Medium,Low,Technology,5,DevOps Engineer (Junior)
93,72,Medium,High,Low,Technology,2,QA Engineer
70,82,Medium,High,Low,Technology,0,Junior Software Engineer
83,82,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
76,83,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
77,82,Medium,Medium,Low,Technology,0,QA Engineer
93,90,Medium,High,Low,Technology,0,QA Engineer
83,94,High,High,Low,Technology,1,Data Scientist (Junior)
83,85,High,Medium,Low,Technology,0,ML Engineer (Junior)
75,87,Low,Medium,High,Technology,2,UI/UX Designer
94,77,Medium,Medium,Low,Technology,0,Data Analyst
93,91,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
90,92,High,Medium,Low,Technology,1,ML Engineer (Junior)
88,91,High,Medium,Low,Technology,1,Backend Developer
86,95,High,Medium,Low,Technology,2,Backend Developer
84,92,Medium,High,Low,Technology,3,Junior Software Engineer
84,90,High,High,Low,Technology,5,Data Scientist (Junior)
81,95,High,Medium,Low,Technology,1,Software Engineer
83,92,High,High,Low,Technology,1,Cyber Security Analyst
75,81,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
86,78,Medium,Medium,High,Technology,2,Frontend Developer
74,75,Low,High,High,Technology,1,UI/UX Designer
84,92,Low,High,High,Technology,2,UI/UX Designer
71,94,High,High,Low,Technology,1,Backend Developer
89,88,High,High,Low,Technology,0,Cloud Engineer (Junior)
73,89,Medium,High,Low,Technology,1,Data Analyst
76,79,Medium,Medium,Low,Technology,0,QA Engineer
87,81,High,High,Low,Technology,0,DevOps Engineer (Junior)
95,76,Medium,Medium,Medium,Technology,0,Web Developer
84,77,Medium,High,Low,Technology,2,QA Engineer
86,70,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
79,71,Medium,Medium,Low,Technology,0,Data Analyst
89,84,Medium,High,High,Technology,1,Frontend Developer
77,84,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
87,73,Low,High,High,Technology,1,UI/UX Designer
88,92,Medium,Medium,Low,Technology,1,QA Engineer
81,83,High,High,Low,Technology,1,Cyber Security Analyst
86,81,High,Medium,Low,Technology,3,Data Scientist (Junior)
70,88,Medium,Medium,Medium,Technology,1,Web Developer
88,80,Medium,Medium,Medium,Technology,0,Web Developer
87,74,High,Medium,Low,Technology,3,Data Scientist (Junior)
74,85,Medium,Medium,High,Technology,0,Frontend Developer
86,78,High,High,Low,Technology,0,Cloud Engineer (Junior)
71,80,High,High,Low,Technology,0,ML Engineer (Junior)
90,92,Medium,High,Low,Technology,1,Data Analyst
79,76,High,Medium,Low,Technology,3,Backend Developer
85,85,High,High,Low,Technology,0,Software Engineer
77,87,High,Medium,Low,Technology,2,Cyber Security Analyst
83,88,Medium,Medium,Low,Technology,1,QA Engineer
92,85,Low,High,High,Technology,0,UI/UX Designer
83,76,Medium,Medium,Low,Technology,1,QA Engineer
71,82,High,High,Low,Technology,3,Cyber Security Analyst
85,95,Medium,High,Low,Technology,0,Junior Software Engineer
90,76,High,High,Low,Technology,3,Backend Developer
76,71,Medium,Medium,Medium,Technology,0,Web Developer
70,87,High,High,Low,Technology,2,Cloud Engineer (Junior)
81,71,High,High,Low,Technology,2,Backend Developer
85,86,Medium,High,High,Technology,3,Frontend Developer
85,86,High,Medium,Low,Technology,1,Data Scientist (Junior)
91,70,Medium,Medium,Low,Technology,1,Junior Software Engineer
79,87,Medium,High,Medium,Technology,2,Web Developer
81,91,High,Medium,Low,Technology,1,Cyber Security Analyst
70,80,Medium,High,Medium,Technology,3,Web Developer
70,84,High,Medium,Low,Technology,5,Backend Developer
86,84,High,High,Low,Technology,3,Backend Developer
91,92,High,High,Low,Technology,0,Backend Developer
91,82,High,Medium,Low,Technology,5,Cloud Engineer (Junior)
80,78,Medium,Medium,Medium,Technology,1,Web Developer
88,82,Medium,High,Medium,Technology,1,Web Developer
94,72,High,Medium,Low,Technology,1,ML Engineer (Junior)
88,74,Medium,Medium,Low,Technology,0,Data Analyst
81,88,Medium,Medium,Medium,Technology,0,Web Developer
93,71,Medium,High,High,Technology,2,Frontend Developer
70,90,High,Medium,Low,Technology,0,Data Scientist (Junior)
88,73,Medium,High,Low,Technology,2,QA Engineer
72,86,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
94,73,High,Medium,Low,Technology,0,Software Engineer
82,82,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
95,82,High,High,Low,Technology,0,ML Engineer (Junior)
85,79,High,Medium,Low,Technology,3,Software Engineer
78,73,Medium,High,Low,Technology,0,Data Analyst
92,79,High,Medium,Low,Technology,1,Software Engineer
84,72,Medium,Medium,Low,Technology,2,QA Engineer
74,76,High,High,Low,Technology,1,Cloud Engineer (Junior)
87,84,High,Medium,Low,Technology,0,ML Engineer (Junior)
87,94,High,High,Low,Technology,1,Data Scientist (Junior)
91,82,Medium,Medium,Low,Technology,1,Data Analyst
76,70,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
88,82,High,Medium,Low,Technology,1,Software Engineer
94,94,Medium,High,High,Technology,2,Frontend Developer
70,91,High,Medium,Low,Technology,0,ML Engineer (Junior)
73,80,High,Medium,Low,Technology,2,Software Engineer
95,75,Medium,High,Medium,Technology,0,Web Developer
89,94,Medium,High,Low,Technology,2,Junior Software Engineer
80,89,Medium,High,High,Technology,1,Frontend Developer
93,83,Medium,High,High,Technology,1,Frontend Developer
90,93,Medium,Medium,Low,Technology,0,Data Analyst
75,72,Medium,Medium,Low,Technology,2,Junior Software Engineer
86,89,Low,Medium,High,Technology,1,UI/UX Designer
71,70,Medium,Medium,Low,Technology,3,Junior Software Engineer
79,82,Medium,High,Medium,Technology,5,Web Developer
78,85,Medium,Medium,Medium,Technology,0,Web Developer
80,81,Medium,Medium,Low,Technology,0,QA Engineer
87,90,High,Medium,Low,Technology,1,ML Engineer (Junior)
84,79,Low,Medium,High,Technology,0,UI/UX Designer
90,87,Medium,Medium,Medium,Technology,1,Web Developer
87,80,Medium,High,High,Technology,0,Frontend Developer
78,72,Medium,Medium,Low,Technology,0,Data Analyst
81,95,Medium,Medium,Medium,Technology,0,Web Developer
